"","OoCyte_1","OoCyte_2","OoCyte_3","Zygote_1","Zygote_2","Zygote_3","X2_Cell_embryo_1_Cell_1","X2_Cell_embryo_1_Cell_2","X2_Cell_embryo_2_Cell_1","X2_Cell_embryo_2_Cell_2","X2_Cell_embryo_3_Cell_1","X2_Cell_embryo_3_Cell_2","X4_Cell_embryo_1_Cell_1","X4_Cell_embryo_1_Cell_2","X4_Cell_embryo_1_Cell_3","X4_Cell_embryo_1_Cell_4","X4_Cell_embryo_2_Cell_1","X4_Cell_embryo_2_Cell_2","X4_Cell_embryo_2_Cell_3","X4_Cell_embryo_2_Cell_4","X4_Cell_embryo_3_Cell_1","X4_Cell_embryo_3_Cell_2","X4_Cell_embryo_3_Cell_3","X4_Cell_embryo_3_Cell_4","X8_Cell_embryo_1_Cell_1","X8_Cell_embryo_1_Cell_2","X8_Cell_embryo_1_Cell_3","X8_Cell_embryo_1_Cell_4","X8_Cell_embryo_2_Cell_1","X8_Cell_embryo_2_Cell_2","X8_Cell_embryo_2_Cell_3","X8_Cell_embryo_2_Cell_4","X8_Cell_embryo_2_Cell_5","X8_Cell_embryo_2_Cell_6","X8_Cell_embryo_2_Cell_7","X8_Cell_embryo_2_Cell_8","X8_Cell_embryo_3_Cell_1","X8_Cell_embryo_3_Cell_2","X8_Cell_embryo_3_Cell_3","X8_Cell_embryo_3_Cell_4","X8_Cell_embryo_3_Cell_5","X8_Cell_embryo_3_Cell_6","X8_Cell_embryo_3_Cell_7","X8_Cell_embryo_3_Cell_8","Morulae_1_Cell_1","Morulae_1_Cell_2","Morulae_1_Cell_3","Morulae_1_Cell_4","Morulae_1_Cell_5","Morulae_1_Cell_6","Morulae_1_Cell_7","Morulae_1_Cell_8","Morulae_2_Cell_1","Morulae_2_Cell_2","Morulae_2_Cell_3","Morulae_2_Cell_4","Morulae_2_Cell_5","Morulae_2_Cell_6","Morulae_2_Cell_7","Morulae_2_Cell_8","Late_blastoCyst_1_Cell_1","Late_blastoCyst_1_Cell_2","Late_blastoCyst_1_Cell_3","Late_blastoCyst_1_Cell_4","Late_blastoCyst_1_Cell_5","Late_blastoCyst_1_Cell_6","Late_blastoCyst_1_Cell_7","Late_blastoCyst_1_Cell_8","Late_blastoCyst_1_Cell_9","Late_blastoCyst_1_Cell_10","Late_blastoCyst_1_Cell_11","Late_blastoCyst_1_Cell_12","Late_blastoCyst_2_Cell_1","Late_blastoCyst_2_Cell_2","Late_blastoCyst_2_Cell_3","Late_blastoCyst_2_Cell_4","Late_blastoCyst_2_Cell_5","Late_blastoCyst_2_Cell_6","Late_blastoCyst_2_Cell_7","Late_blastoCyst_2_Cell_8","Late_blastoCyst_2_Cell_9","Late_blastoCyst_2_Cell_10","Late_blastoCyst_3_Cell_1","Late_blastoCyst_3_Cell_2","Late_blastoCyst_3_Cell_3","Late_blastoCyst_3_Cell_4","Late_blastoCyst_3_Cell_5","Late_blastoCyst_3_Cell_6","Late_blastoCyst_3_Cell_7","Late_blastoCyst_3_Cell_8"
"ZNF596",0.225,0,0.337,0.994,1.947,1.062,0.785,0.652,0.811,0.944,0.442,0.906,3.565,11.851,0.155,0,3.504,3.912,0.288,5.396,1.598,0,1.939,0.676,12.136,9.224,5.081,0.551,22.578,38.711,18.286,27.787,16.071,8.519,21.095,14.83,4.71,16.776,26.817,11.383,8.039,14.374,8.488,0.107,18.136,19.05,0,1.455,0.221,0.737,0,0,4.651,3.577,14.633,2.209,1.491,4.423,2.972,8.335,1.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.481,0,0,0,0,0,0,0,0,0,0,0,0,0.188,0
"SEMA3A",0.448,0.681,0.32,0.168,0.353,0.205,0.161,0.23,0.218,0.35,0.124,0.253,0,0,6.779,0,1.335,0.434,0.232,0,0,0,0.598,0.133,0,1.314,0,0.596,0,0.531,0.266,0,0,0,0,0,0.931,0,0,0.256,0.128,0,0,3.344,0,0.33,7.086,0.784,0,0.389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.142,0,0,0
"FOXC1",0.654,1.088,0.333,0.217,0.926,0.76,0.176,0.448,0.248,0.623,0.469,0.34,0,0,0,0,0,0,1.157,0,0,0,0.286,0.531,3.466,16.272,12.469,9.719,0,1.765,0.53,0.674,0,0,0,0,0,0,0,0,0,0,0,0.178,0,0,41.669,0,1.009,0,0,0.34,0,0,0,1.226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STEAP3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.201,0.391,5.264,0.482,11.11,6.707,18.088,23.873,1.637,8.913,6.56,10.104,0.152,3.468,0,0,2.883,0.13,0.172,9.914,0.145,0.584,3.133,0,0,1.195,9.791,2.296,0,2.676,0
"ABCA1",0.778,0.927,1.102,1.369,0.552,0.615,0.616,0.621,2.206,2.201,1.632,1.488,1.703,1.262,0.453,0.387,0.333,0.529,0.547,0.391,1.101,1.014,0.26,2.258,2.275,1.604,0.106,0.132,0,0,0,0.147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203,0.475,0.296,0.577,0,8.486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105,0.559,6.726,0,0,0,0,3.568,0,0,1.749,0.623,0,7.067,0,0,0,0
"C2orf27A",1.624,2.174,3.22,0.724,0.524,0.3,0.178,0.3,0.506,0.423,0.179,0.21,0.43,2.745,0,0,0.695,1.667,1.756,0,1.055,0,1.109,0.324,0,0,0.603,2.247,2.751,0,4.408,0,1.713,0,0.15,1.976,0,0,1.198,1.419,0,1.214,2.042,0.785,0,0.161,0,0,0.649,0,0.314,0,0,0.163,0,0,0,0.293,0,0,0,0,0,0,0,0,0,0,0,0,0.616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C3AR1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357,0.699,0,0,0,0,13.121,0,0,0,0,0,0,5.459,0,0,0,2.168,1.452,0,0,15.38,0.366,0,0.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EFNA4",7.96,5.817,8.854,3.838,4.196,4.952,3.417,2.461,1.097,2.911,1.809,1.692,0,12.489,0,15.943,1.994,0,16.241,9.12,4.197,7.407,16.772,6.118,42.811,17.585,36.492,8.814,15.022,38.772,66.535,66.275,75.947,3.63,33.665,25.355,0.561,16.636,9.542,38.865,7.444,49.639,36.138,7.562,142.703,115.911,2.31,103.954,68.786,90.476,58.885,0.187,101.547,195.17,51.635,70.039,80.896,28.375,130.866,112.172,36.286,26.423,17.968,53.484,0.126,40.056,1.287,0.789,42.998,13.023,15.48,2.331,36.447,1.259,26.574,4.558,1.63,0,0.169,26.538,11.673,0.345,2.553,5.816,0,46.739,0,8.455,0,0
"C9orf9",0,0.974,0.504,1.227,1.221,1.61,0.964,0.565,0.66,0.12,1.883,0.764,0,4.262,0,0,0.898,0,0.203,0.651,4.921,1.758,4.915,4.342,0.576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.82,0,0,0.88,3.528,0.178,0,0.218,0.208,0.112,0,0.35,0,0,0.157,0,0,0,0,0,0.388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BDKRB2",0,0,0,0,0,0,0,0,0,0,0.187,0,0,0,0,0,0.433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DCLK1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.492,0,0,0,0
"TSC22D3",0,0,0.134,0,0,0,0,0,0,0,0.116,0,0,0,0,0,0.893,0,5.101,0,0.569,0,0,1.588,20.779,8.513,32.673,13.519,3.33,0,1.712,1.46,0,0,0,3.45,0,8.067,0,0,0,0,0,0,0,1.302,0,0,0,0,0,0,2.616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131,0.827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CFH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NRIP1",4.685,8.318,7.744,6.546,4.762,7.475,3.411,2.878,2.958,4.545,1.445,1.502,4.238,9.029,3.063,3.431,1.795,2.291,3.316,2.572,0.591,2.584,1.596,0.931,4.552,3.117,0,4.824,1.174,0,2.873,2.596,1.084,0,0.471,0,0,0,0.921,0.425,0.186,0,3.887,0.339,1.143,0,15.417,0.697,0.523,0,0.49,24.128,0.381,0,0,0,0,0.883,0,0,0,0,0,0,0,0,0,0,0,6.283,0,0,1.153,12.484,7.365,0,0,0,0,0.604,0,0,0,0,0.588,0,0,0,0,0
"PTRH1",0.509,1.044,0.519,1.084,0.392,0.973,1.33,0.749,1.574,1.003,0.805,0.855,0.322,0,0,0,0,0,1.733,3.714,3.754,0,0.766,0,0,3.302,1.053,5.436,2.106,5.081,0.396,0.976,0.197,0.594,2.018,5.062,2.291,0.542,0,0.477,4.827,0,3.975,5.077,2.088,0,0,4.654,4.662,0.312,0.157,0,0.45,0.245,0,0,0,1.463,0.733,0.139,6.932,0,0,6.163,7.667,0.572,1.221,0,0,1.304,0,0,0,0,0,4.105,0.229,0,0,0,0,0,42.632,4.747,0,0.121,1.029,0,0,1.123
"APLNR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.599,0,0,0,0,0,0,0
"JAG1",39.967,51.414,59.986,68.98,45.881,46.703,35.549,31.175,42.645,39.067,51.001,55.925,68.016,70.092,55.776,60.735,55.53,59.678,54.772,55.943,82.259,93.419,89.051,85.293,35.585,26.015,29.126,30.548,2.215,1.896,2.064,0.225,0.429,4.773,0.823,1.578,6.949,7.483,5.643,5.553,6.978,0.836,5.946,5.388,5.485,0.721,18.752,0.665,5.163,0.155,1.983,0.626,1.695,5.456,2.269,0.932,1.744,0.736,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,2.646,4.068,19.144,0.672,0,0,0,0,0,0,0,0,0,0,9.293,0,0,0
"PAPPA",0,0.201,0.182,0.229,0.167,0.167,0.454,0.4,0.13,0.188,0,0,0,0,0,0.597,0,0,0,0,0.158,0.8,0.133,0.396,0,0,0.357,0.423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMC4",36.796,38.746,34.686,59.027,81.46,68.655,35.94,41.562,47.88,47.068,26.056,25.848,23.706,36.197,13.795,22.403,3.648,2.326,6.656,3.71,6.354,1.226,4.511,2.999,54.206,83.922,20.885,81.754,178.998,137.946,107.243,151.377,95.195,85.825,111.587,137.046,56.601,57.324,57.45,75.823,65.822,50.186,53.265,47.766,85,82.216,20.726,97.018,75.473,86.342,90.096,36.013,53,54.163,54.605,70.579,34.938,29.25,39.538,48.46,73.214,119.116,74.721,61.927,65.133,81.08,61.647,46.674,107.196,34.792,55.899,27.018,46.699,43.647,31.828,68.313,19.974,61.705,57.656,49.468,18.544,123.817,0.168,32.103,73.334,2.089,14.216,25.03,4.247,10.653
"CTXN1",0,0,0,0.215,0,0,0.103,0,0.15,0,0.104,0,0,0,0.126,1.66,0,0,0,0,0,0,0.165,0.569,0,0,0,0,0.236,0,0,0,0,0,0,0,0,0,0.116,0,0,0,0,0.667,0,0,0,0.153,0,0,0,0,0,0.316,0,0,0,0,0.135,0.224,0,0,0,0,0,0,0,0,0,0.224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.797,0,0,0
"C2orf81",0,0,0,0.548,0.465,0.929,0.389,0.748,0.873,0.443,0.157,0.361,0.956,0,0,0,0,0.285,0.938,0.452,0.108,0,0.793,0.113,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.11,0,0,0,0,0,0,0.535,0,0,0.117,0,0.207,0.166,0.125,0,0.171,0,0.127,0,0,0,0.193,0,0,0.195,0,0.159,0,0.351,0,0,0,0,0,0,0,0,0
"HLA-DQB1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113,0,0.9,3.271,0,2.915,0,0,0,0,0,0,0,0,0,0,0.491,0,18.954,0,0,0,0,1.364,0,0,0,0,8.805,8.177,1.708,1.372,0.206,5.984,12.673,12.836,0,0,0,0,0,0,0,0,0,0,0,0,1.699,14.263,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RPL22L1",12.8,11.888,5.608,15.612,8.141,11.658,7.515,9.083,8.426,10.065,10.226,10.873,28.627,16.209,11.547,2.94,25.082,9.59,15.909,11.605,17.847,20.528,18.854,20.302,27.307,17.647,17.119,20.963,5.779,6.165,16.723,15.029,3.933,12.677,13.734,18.919,81.712,88.508,50.069,53.804,47.644,51.667,48.59,40.531,17.137,50.046,15.06,32.921,103.616,43.481,31.127,32.998,11.077,27.387,16.08,18.154,9.853,15.829,28.613,33.101,179.686,112.303,145.055,95.648,151.967,38.853,51.552,116.411,45.719,226.186,133.119,110.11,95.623,57.804,100.044,84.491,53.113,29.422,30.338,40.39,76.98,102.019,5.461,237.881,279.508,185.34,273.307,321.589,50.444,146.285
"PIK3R3",4.795,8.09,7.003,16.382,8.535,13.831,9.612,11.046,9.401,10.34,8.026,6.983,13.412,7.753,12.791,1.569,4.225,8.11,11.857,14.684,9.899,12.734,12.567,11.655,7.765,7.642,19.272,3.454,7.906,10.362,34.528,33.013,4.571,15.996,2.959,4.357,22.975,13.459,5.276,12.988,8.784,6.477,4.563,8.302,2.492,0,0.325,10.32,3.4,8.94,0.99,22.756,10.935,3.519,12.399,13.792,15.155,2.55,7.916,1.992,0,5.123,4.894,13.639,0,7.236,0.723,0.161,7.884,0,0,0.783,7.713,2.596,27.442,5.001,17.2,12.603,9.755,0.238,1.819,22.641,0,0,9.125,0,0,0,0.224,19.038
"CDCA7L",15.656,20.552,23.597,60.354,66.633,67.577,40.453,41.648,45.694,50.426,30.599,36.357,57.035,51.816,37.41,52.733,67.651,87.626,69.428,62.623,59.107,53.737,56.853,65.823,39.369,50.094,70.346,37.928,5.688,1.452,3.992,0,8.217,10.303,0,0,0,8.482,4.241,12.527,4.347,0.286,3.279,0,14.26,0.199,4.895,4.879,1.709,0,0.948,3.957,0.141,0,0,0,0,0.442,4.721,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134,0.898,0,0,0,0,0,0,0,0,0,0,0,2.327,40.691,0.107,0,0.161
"FAM149A",47.584,54.812,43.387,36.521,41.706,45.084,10.546,11.083,15.398,14.915,24.958,28.313,19.242,9.552,28.474,19.863,17.754,18.465,16.287,16.125,27.652,35.823,23.305,19.434,11.037,25.436,3.534,8.575,0,0.72,0,0,0,0,2.734,0,3.051,0,0,3.16,5.459,2.346,11.327,6.371,0,0,0.293,0,1.843,0,0,0,5.129,0,0,0,0,0,0.599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.115,0,0,0,0,0,0,0,0,0,0,0.546,0,0,0,0
"ZNF585B",3.462,3.415,2.928,2.896,3.713,3.503,1.779,2.35,2.148,3.281,2.222,2.294,1.578,9.445,0.907,4.977,2.821,1.364,2.813,3.374,4.675,5.378,6.429,5.397,5.417,1.116,1.795,2.511,1.956,1.293,1.021,0.502,2.47,2.557,1.411,0.561,0.968,0.512,0.11,1.387,0.982,0.267,0.433,0.351,1.084,5.766,23.77,3.505,5.895,4.78,1.953,4.34,0.969,5.389,0.518,0.27,3.981,0.537,3.02,2.157,0.149,3.014,0.85,0.241,0.98,0.255,0.46,0.466,4.19,0.319,1.466,0.995,2.838,0.636,0.388,1.615,0.33,0.215,1.667,0.585,0.101,0.311,3.206,0.638,0.102,0,0.27,0.255,0,0.422
"RCOR2",0,0.115,0,0,0.307,0.375,0.216,0.437,0.164,0.363,0.503,0.352,0,0,0,0,0.682,0,0,0,0,0,0,0.372,0,0,0,0.688,0,0,0.124,0.211,0,0.398,0,0,0,0,0,0,3.758,0,0,0,0,0,0,0,0.182,0,0.245,0,0,0,0,0,0,2.768,0.327,0.434,0,0,0,0,0,0,0.119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131,0.147,0.278,0,0.215,0,0.193,0.382
"KSR1",0.994,1.103,1.399,4.004,3.234,5.306,2.18,2.272,2.885,3.178,1.984,1.851,3.051,3.31,3.814,5.81,10.077,3.196,5.092,7.214,6.555,6.625,8.392,5.154,3.522,1.764,0.109,2.299,2.705,0,1.58,0,0.197,0,1.971,1.256,0,2.448,0,1.069,0,0,4.391,0.443,0.106,0,8.1,1.358,0,0,0,0,0,0,0,0,1.359,3.395,1.158,0,0,0,0,2.093,0,0.207,0,3.41,0,5.074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LRRC29",0,0.238,0,0.185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.443,0,0,21.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FBLN1",0.312,0.73,0.512,0.875,0.596,1.344,0.353,0.303,0.403,0.496,0.252,0.335,0,0.203,0,0,0.151,0,1.816,0.855,2.401,3.394,1.675,2.009,0.633,0,1.163,1.609,3.034,0.138,3.136,0,0,0,0.124,0.409,0,0,2.015,3.509,0.177,0,0,2.13,10.013,0,9.569,1.394,2.522,0,3.032,13.915,5.042,0,1.037,0,0,0,0,0,0.299,0,0.72,12.973,0,0.442,5.272,5.274,0,0.336,1.561,0.294,5.543,22.477,4.84,14.663,0.337,12.164,9.235,0.739,1.858,3.244,39.953,0.567,34.277,0.668,2.957,0.269,15.721,0
"LTB4R2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.675,0,0,0,2.313,0,0.415,0,0,0,0,0.288,0,0.108,0.164,0,0,0,0,0,0,2.099,0.219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CD248",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYT15",0.133,0,0.112,0,0,0.125,0.178,0.159,0.195,0.203,0.26,0.143,0.229,0.145,0.275,0.205,0.216,0,0.34,0.133,0,0.153,0.203,0.162,0.696,0.335,0.731,0.412,0.766,0.517,0.442,0.44,0.363,0.312,3.473,0.43,4.134,0.49,0.551,0.566,0.247,1.269,0.338,0.181,0.615,0.242,1.247,0.647,0.342,0.244,0.446,2.651,0.377,1.455,1.274,3.175,0.298,0.711,0.982,0.977,0.553,0.161,14.176,1.886,0.642,0.383,0.256,1.207,0.218,0.146,0.193,0.223,0.998,0.458,0.248,0.583,0.166,0.275,0.306,0.427,0.161,1.02,0.729,0.206,0.103,0.435,0,0.152,0,0
"SMOX",0.801,0.252,0.747,3.479,5.297,5.831,3.789,3.164,4.172,4.723,3.819,2.699,3.556,0,15.988,0,13.713,7.889,7.283,1.351,5.762,3.763,2.642,2.776,0.506,4.081,10.989,8.924,67.693,46.119,22.143,32.907,41.105,19.846,25.821,35.264,40.299,21.545,34.034,33.984,40.94,15.601,49.032,36.725,8.032,18.864,0.241,33.689,9.339,26.131,11.688,0,29.631,24.441,38.727,37.172,30.011,19.086,43.083,61.56,0.646,18.611,3.888,8.132,24.797,13.299,23.047,10.639,29.519,55.525,15.255,12.997,5.44,0.461,0,1.115,1.334,0.507,1.201,26.318,4.798,0.36,33.714,43.099,0.498,4.484,16.215,22.31,23.686,33.38
"NACAP1",1.31,0.213,0.258,0,0,0.173,0.246,0.463,0,0,0.186,0,3.636,1.403,3.486,1.49,0.287,0.181,0.415,0.307,0.343,0.264,0.296,0.459,0.589,0.704,0.174,0.45,0.53,1.269,1.529,1.913,1.028,1.473,1.817,1.262,0.648,0.816,0.415,0.703,0.399,0.752,0.496,0.599,1.934,3.07,1.125,1.827,3.149,3.488,2.36,0.667,0.967,0.567,0.801,1.233,1.253,0.678,0.364,0.402,8.277,11.39,4.489,9.269,9.629,12.051,5.922,13.329,10.38,9.36,8.544,11.558,9.295,7.665,8.145,10.312,13.141,7.941,11.795,8.855,15.574,11.082,1.455,0.679,0.451,1.54,1.669,1.427,1.427,1.469
"LTB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEST1",0.244,0,0.192,0.168,0.535,0.344,0.122,0,0.134,0.243,0.463,0.543,0,0.224,0.146,0.277,0,0,0,0,0,0,0.275,1.343,0.219,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.603
"AVPI1",0.595,1.293,1.952,7.847,4.585,5.209,2.427,2.862,3.887,3.211,3.388,1.71,6.192,1.948,0,0,35.519,3.072,21.457,6.516,12.795,10.739,11.761,7.965,28.229,30.539,51.638,21.494,7.655,18.876,14.437,11.898,11.595,3.223,35.399,4.599,20.481,1.395,5.735,31.515,17.887,1.266,46.709,18.556,0.244,24.945,194.063,36.853,16.413,23.87,37.593,342.237,31.72,2.111,32.402,33.615,2.757,15.614,17.879,7.633,0.728,1.688,0,1.533,0,0,0.312,5.254,1.442,0,17.395,18.446,15.008,1.652,0.144,13.345,0,22.769,1.018,0.224,75.507,1.244,0,0,1.204,0,41.252,0.379,0.139,42.354
"BEND7",5.446,5.31,3.206,6.127,4.336,3.948,3.26,4.35,4.107,4.672,3.286,3.291,3.521,3.446,7.133,3.942,0.54,0.212,0.854,2.979,6.186,3.342,4.976,2.625,8.286,1.094,4.607,4.801,1.059,0.509,0,0,0,2.712,0,0,6.254,3.968,0,0.118,0.503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.419,0,0,0,0,14.205,0,0.637,0,0,2.04,0,0,0,0,0,0,4.552,0,0,0,0,0,0,2.67,0,0,0,0,0
"PRKX",0.409,0.419,0.566,0.468,0.393,0.421,0.42,0.575,0.46,0.537,0.452,0.229,0.269,0.324,0.361,0.637,0.272,0.125,0.688,0,0.833,0.116,1.333,0.307,1.294,0.488,1.469,0.398,7.875,5.559,9.538,2.903,4.408,1.6,4.695,7.283,1.648,4.992,3.632,3.295,2.788,5.085,0.286,4.667,20.653,5.046,1.429,7.777,2.131,0.917,4.301,1.618,20.405,8.176,0.991,0.605,20.585,0.568,0.742,7.803,2.34,5.293,1.943,8.616,8.423,13.083,11.419,5.96,12.492,0.523,2.391,2.689,5.777,21.846,6.456,11.357,0.887,0.205,0.979,11.358,4.173,17.895,16.417,0.447,3.976,5.193,0.156,3.827,9.967,25.513
"NUDT14",0.426,0.926,1.398,1.492,0.277,0.635,1.053,0.894,0.824,0.846,1.162,0.932,0,0,0,0,0,0,0,1.125,1.768,0,0,3.571,0.16,5.403,0.142,4.755,0,0,0.124,0,0,0,5.175,0,0,0,0,0,4.733,0,0,0,0,0,0,0,0,0,0,0,0,2.017,0.372,0,0,1.378,0,0,1.531,0,0,0,0,0,0,0,0,0,0,0.251,0,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KIF2C",190.646,52.574,47.694,58.346,70.689,84.05,63.821,77.013,64.804,65.156,87.374,89.252,170.142,127.243,170.997,173.1,100.244,145.253,144.534,168.538,153.881,149.476,178.459,166.524,26.899,40.847,63.44,42.243,319.634,189.08,206.83,250.188,276.886,198.206,354.605,287.05,111.7,103.651,200.986,75.43,117.777,165.196,122.61,206.611,41.958,56.271,40.292,107.438,88.447,91.098,26.653,25.322,49.425,86.197,118.28,89.16,24.873,110.842,62.663,74.756,15.088,49.234,47.091,43.54,8.269,65.793,34.547,46.853,39.224,69.964,28.958,22.06,13.073,51.148,13.368,8.737,12.56,38.135,10.761,22.82,0.652,49.313,0,23.655,16.888,0,17.526,0,9.986,4.542
"MYO5A",1.341,2.863,3.898,2.403,1.605,2.572,1.502,2.095,1.786,1.891,1.836,1.674,1.97,4.293,6.056,0.63,1.294,1.887,1.635,2.844,4.289,1.481,3.541,3.129,7.445,5.925,2.304,6.015,11.301,1.26,8.694,6.944,8.178,13.623,18.855,24.93,4.623,8.81,8.422,2.526,7.425,8.546,8.955,19.335,13.999,31.525,2.22,21.974,15.63,8.085,19.075,19.091,13.142,20.085,13.758,6.153,13.543,7.633,9.767,11.187,2.326,2.577,1.779,0.995,2.25,1.911,5.383,0.492,10.112,8.785,2.764,2.863,8.933,6.635,1.257,2.627,5.827,0,0.933,0.306,0,4.95,0,0,0,0.399,0,0,6.216,0
"AGPAT4",1.046,1.034,1.725,6.148,3.828,3.774,5.647,5.159,2.506,2.787,1.906,2.003,5.89,4.819,4.896,5.152,5.03,4.143,6.359,8.277,8.726,13.059,8.866,8.42,0.403,1.086,0,7.501,0.88,1.379,2.278,0,1.631,0,0.313,1.496,0.584,0,0,1.429,0.224,2.303,0,0,0,0,0,0,0.913,0,0.616,0,0,0,0,2.55,0,0,0.195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
